Inspection Date,Zip,Failed
2022-06-13,60657,0
2022-06-11,60608,0
2022-06-10,60614,0
2022-06-10,60636,0
2022-06-10,60655,0
2022-06-10,60639,1
2022-06-09,60649,0
2022-06-09,60646,0
2022-06-09,60601,0
2022-06-09,60634,0
2022-06-09,60659,0
2022-06-08,60646,1
2022-06-08,60618,0
2022-06-08,60647,0
2022-06-08,60649,0
2022-06-08,60649,0
2022-06-08,60626,0
2022-06-08,60640,0
2022-06-07,60659,0
2022-06-07,60622,0
2022-06-07,60612,0
2022-06-07,60657,0
2022-06-07,60612,0
2022-06-07,60608,1
2022-06-07,60622,0
2022-06-07,60611,0
2022-06-07,60604,0
2022-06-06,60613,0
2022-06-06,60659,0
2022-06-06,60604,0
2022-06-06,60639,0
2022-06-06,60601,0
2022-06-06,60636,1
2022-06-03,60608,0
2022-06-03,60613,0
2022-06-03,60611,0
2022-06-03,60625,0
2022-06-03,60609,0
2022-06-03,60608,0
2022-06-03,60655,1
2022-06-03,60630,0
2022-06-02,60625,0
2022-06-02,60601,1
2022-06-02,60639,0
2022-06-02,60623,0
2022-06-02,60642,1
2022-06-02,60611,0
2022-06-02,60611,0
2022-06-02,60636,0
2022-06-02,60607,0
2022-06-02,60611,1
2022-06-02,60601,0
2022-06-02,60621,0
2022-06-01,60601,0
2022-06-01,60654,0
2022-06-01,60624,0
2022-06-01,60643,0
2022-06-01,60654,0
2022-06-01,60643,0
2022-06-01,60614,0
2022-06-01,60602,1
2022-06-01,60622,0
2022-06-01,60621,0
2022-06-01,60643,1
2022-05-31,60630,0
2022-05-31,60611,0
2022-05-27,60613,0
2022-05-27,60614,0
2022-05-27,60618,0
2022-05-27,60657,0
2022-05-27,60659,0
2022-05-27,60610,0
2022-05-26,60649,0
2022-05-26,60620,0
2022-05-26,60620,0
2022-05-26,60607,0
2022-05-26,60607,0
2022-05-26,60641,0
2022-05-26,60612,0
2022-05-25,60632,0
2022-05-25,60631,0
2022-05-25,60612,0
2022-05-25,60644,0
2022-05-25,60640,0
2022-05-25,60622,0
2022-05-25,60646,0
2022-05-25,60631,0
2022-05-25,60613,0
2022-05-23,60615,0
2022-05-25,60630,0
2022-05-23,60602,0
2022-05-23,60623,0
2022-05-23,60647,1
2022-05-23,60639,0
2022-05-23,60616,1
2022-05-20,60647,0
2022-05-20,60643,0
2022-05-20,60634,0
2022-05-20,60605,0
2022-05-20,60613,0
2022-05-20,60613,0
2022-05-19,60611,0
2022-05-19,60616,0
2022-05-19,60646,0
2022-05-18,60645,0
2022-05-18,60661,0
2022-05-17,60645,1
2022-05-17,60634,0
2022-05-17,60616,0
2022-05-17,60605,0
2022-05-17,60611,0
2022-05-17,60605,0
2022-05-17,60607,0
2022-05-17,60606,0
2022-05-17,60614,0
2022-05-17,60657,0
2022-05-16,60608,0
2022-05-16,60643,0
2022-05-16,60607,0
2022-05-16,60611,0
2022-05-16,60643,0
2022-05-13,60624,0
2022-05-13,60641,0
2022-05-13,60657,1
2022-05-13,60657,0
2022-05-13,60641,0
2022-05-13,60610,0
2022-05-13,60616,0
2022-05-13,60629,0
2022-05-13,60636,0
2022-05-13,60616,0
2022-05-12,60657,0
2022-05-12,60652,0
2022-05-12,60619,1
2022-05-12,60626,1
2022-05-12,60607,0
2022-05-12,60643,0
2022-05-12,60616,0
2022-05-12,60611,0
2022-05-12,60602,0
2022-05-11,60636,0
2022-05-11,60625,0
2022-05-11,60621,1
2022-05-11,60611,1
2022-05-11,60634,0
2022-05-11,60622,0
2022-05-11,60618,0
2022-05-11,60630,0
2022-05-10,60707,0
2022-05-10,60640,0
2022-05-10,60640,0
2022-05-10,60629,1
2022-05-10,60647,0
2022-05-10,60615,0
2022-05-10,60634,0
2022-05-10,60640,0
2022-05-09,60644,0
2022-05-09,60602,0
2022-05-09,60641,0
2022-05-09,60638,0
2022-05-09,60647,1
2022-05-06,60647,0
2022-05-06,60644,0
2022-05-06,60609,0
2022-05-06,60647,0
2022-05-06,60651,0
2022-05-06,60605,1
2022-05-06,60620,0
2022-05-05,60602,0
2022-05-05,60620,1
2022-05-05,60612,0
2022-05-05,60611,0
2022-05-05,60613,0
2022-05-05,60606,0
2022-05-05,60617,0
2022-05-05,60641,0
2022-05-04,60602,0
2022-05-05,60660,0
2022-05-05,60641,0
2022-05-04,60610,0
2022-05-04,60638,0
2022-05-04,60607,0
2022-05-04,60660,0
2022-05-04,60629,0
2022-05-04,60657,0
2022-05-04,60618,0
2022-05-04,60619,1
2022-05-04,60643,0
2022-05-03,60607,0
2022-05-03,60666,0
2022-05-03,60618,0
2022-05-03,60666,0
2022-05-03,60644,0
2022-05-03,60666,0
2022-05-03,60603,0
2022-05-02,60604,0
2022-05-02,60653,0
2022-05-02,60620,0
2022-05-02,60618,0
2022-04-29,60647,0
2022-04-29,60657,0
2022-04-28,60624,0
2022-04-28,60613,0
2022-04-28,60610,0
2022-04-28,60601,0
2022-04-28,60614,0
2022-04-27,60646,0
2022-04-27,60611,0
2022-04-27,60612,0
2022-04-27,60625,0
2022-04-27,60651,0
2022-04-27,60622,0
2022-04-27,60639,0
2022-04-27,60653,0
2022-04-27,60632,1
2022-04-27,60642,0
2022-04-27,60624,0
2022-04-27,60641,1
2022-04-27,60620,0
2022-04-26,60644,0
2022-04-26,60629,0
2022-04-26,60613,0
2022-04-26,60613,0
2022-04-26,60656,0
2022-04-26,60607,0
2022-04-25,60634,0
2022-04-25,60612,0
2022-04-25,60619,0
2022-04-25,60620,0
2022-04-25,60610,0
2022-04-25,60616,0
2022-04-25,60632,0
2022-04-25,60606,0
2022-04-25,60661,0
2022-04-25,60640,0
2022-04-25,60647,0
2022-04-25,60610,0
2022-04-22,60613,0
2022-04-22,60647,0
2022-04-22,60666,0
2022-04-22,60629,1
2022-04-22,60654,0
2022-04-22,60657,0
2022-04-21,60615,0
2022-04-21,60630,0
2022-04-21,60641,0
2022-04-21,60605,1
2022-04-21,60614,0
2022-04-21,60651,0
2022-04-21,60622,0
2022-04-21,60622,0
2022-04-21,60612,0
2022-04-20,60652,0
2022-04-20,60649,0
2022-04-20,60622,0
2022-04-20,60626,0
2022-04-20,60616,0
2022-04-20,60640,0
2022-04-20,60616,0
2022-04-20,60649,0
2022-04-20,60614,0
2022-04-20,60634,0
2022-04-20,60614,0
2022-04-20,60629,0
2022-04-19,60640,0
2022-04-19,60606,0
2022-04-19,60616,0
2022-04-19,60611,0
2022-04-19,60657,0
2022-04-19,60607,0
2022-04-19,60625,0
2022-04-19,60647,0
2022-04-19,60644,0
2022-04-19,60641,0
2022-04-19,60607,0
2022-04-18,60646,1
2022-04-18,60608,0
2022-04-18,60618,0
2022-04-18,60616,1
2022-04-18,60652,0
2022-04-18,60615,0
2022-04-18,60601,0
2022-04-18,60652,0
2022-04-18,60618,0
2022-04-18,60642,0
2022-04-18,60616,0
2022-04-15,60660,0
2022-04-15,60620,1
2022-04-15,60638,0
2022-04-15,60639,0
2022-04-14,60652,1
2022-04-14,60626,0
2022-04-14,60614,0
2022-04-14,60632,1
2022-04-14,60622,0
2022-04-14,60613,0
2022-04-14,60601,0
2022-04-14,60654,0
2022-04-14,60601,0
2022-04-13,60614,0
2022-04-13,60616,0
2022-04-13,60606,0
2022-04-13,60620,0
2022-04-13,60619,1
2022-04-13,60613,0
2022-04-13,60642,1
2022-04-13,60628,0
2022-04-12,60611,0
2022-04-12,60660,0
2022-04-12,60659,0
2022-04-12,60616,0
2022-04-12,60640,0
2022-04-12,60619,1
2022-04-12,60654,0
2022-04-12,60619,0
2022-04-12,60611,0
2022-04-12,60607,0
2022-04-11,60654,0
2022-04-11,60624,0
2022-04-11,60659,0
2022-04-11,60623,0
2022-04-08,60614,0
2022-04-08,60622,0
2022-04-08,60657,0
2022-04-08,60620,0
2022-04-08,60620,0
2022-04-08,60641,0
2022-04-08,60642,0
2022-04-07,60654,0
2022-04-08,60630,0
2022-04-07,60659,0
2022-04-07,60622,0
2022-04-07,60607,0
2022-04-07,60652,0
2022-04-07,60614,0
2022-04-07,60622,0
2022-04-07,60622,0
2022-04-07,60630,0
2022-04-07,60622,1
2022-04-05,60659,0
2022-04-05,60661,0
2022-04-05,60654,0
2022-04-05,60615,1
2022-04-05,60608,0
2022-04-05,60646,0
2022-04-05,60605,0
2022-04-04,60647,0
2022-04-04,60607,0
2022-04-04,60608,0
2022-04-04,60623,0
2022-04-04,60611,0
2022-04-04,60637,0
2022-04-04,60644,0
2022-04-04,60618,0
2022-04-04,60610,0
2022-04-04,60616,0
2022-04-01,60634,0
2022-04-01,60660,0
2022-04-01,60623,0
2022-04-01,60640,0
2022-04-01,60617,0
2022-04-01,60618,0
2022-04-01,60638,0
2022-03-31,60642,1
2022-03-31,60651,0
2022-03-31,60622,1
2022-03-31,60611,0
2022-03-31,60617,1
2022-03-31,60639,0
2022-03-30,60614,0
2022-03-30,60647,0
2022-03-30,60614,0
2022-03-30,60622,0
2022-03-30,60626,0
2022-03-30,60618,1
2022-03-30,60637,0
2022-03-30,60630,1
2022-03-29,60607,0
2022-03-29,60616,0
2022-03-29,60644,0
2022-03-29,60611,0
2022-03-29,60654,0
2022-03-29,60620,0
2022-03-29,60657,0
2022-03-29,60639,0
2022-03-28,60608,0
2022-03-28,60607,0
2022-03-28,60612,0
2022-03-28,60622,0
2022-03-28,60620,0
2022-03-25,60623,0
2022-03-25,60628,0
2022-03-25,60639,0
2022-03-25,60660,0
2022-03-25,60612,0
2022-03-25,60609,0
2022-03-25,60654,0
2022-03-25,60638,0
2022-03-25,60616,0
2022-03-24,60647,0
2022-03-24,60613,0
2022-03-24,60613,0
2022-03-24,60608,0
2022-03-24,60613,0
2022-03-24,60601,0
2022-03-24,60613,0
2022-03-23,60610,0
2022-03-23,60611,0
2022-03-23,60614,0
2022-03-23,60625,0
2022-03-23,60607,0
2022-03-23,60654,0
2022-03-23,60646,0
2022-03-23,60639,0
2022-03-23,60607,0
2022-03-23,60637,0
2022-03-23,60652,0
2022-03-23,60602,0
2022-03-23,60602,0
2022-03-23,60622,0
2022-03-22,60639,0
2022-03-22,60606,0
2022-03-22,60611,0
2022-03-22,60606,0
2022-03-22,60622,0
2022-03-22,60660,0
2022-03-22,60637,0
2022-03-22,60612,0
2022-03-22,60618,0
2022-03-22,60611,0
2022-03-22,60637,0
2022-03-22,60623,0
2022-03-21,60619,0
2022-03-21,60607,0
2022-03-21,60655,0
2022-03-21,60622,0
2022-03-21,60644,0
2022-03-18,60612,0
2022-03-18,60618,0
2022-03-17,60640,0
2022-03-17,60632,1
2022-03-17,60632,0
2022-03-17,60607,0
2022-03-17,60657,0
2022-03-17,60632,0
2022-03-17,60611,0
2022-03-16,60646,0
2022-03-16,60611,0
2022-03-16,60612,0
2022-03-16,60634,0
2022-03-16,60646,0
2022-03-16,60640,0
2022-03-16,60613,0
2022-03-16,60629,0
2022-03-16,60629,0
2022-03-16,60641,0
2022-03-16,60657,0
2022-03-16,60625,0
2022-03-15,60607,0
2022-03-15,60608,0
2022-03-15,60614,0
2022-03-15,60614,0
2022-03-15,60647,1
2022-03-15,60622,0
2022-03-15,60639,0
2022-03-15,60612,0
2022-03-14,60621,0
2022-03-14,60607,0
2022-03-14,60613,0
2022-03-14,60638,1
2022-03-14,60622,0
2022-03-11,60666,0
2022-03-11,60613,0
2022-03-11,60666,0
2022-03-11,60644,0
2022-03-11,60630,1
2022-03-11,60614,0
2022-03-11,60612,0
2022-03-11,60707,0
2022-03-10,60617,0
2022-03-10,60642,0
2022-03-10,60657,0
2022-03-10,60610,0
2022-03-10,60636,0
2022-03-10,60632,1
2022-03-10,60622,0
2022-03-10,60622,0
2022-03-10,60619,0
2022-03-09,60625,0
2022-03-09,60610,0
2022-03-09,60611,0
2022-03-09,60656,0
2022-03-09,60640,0
2022-03-09,60609,0
2022-03-09,60637,0
2022-03-09,60623,0
2022-03-09,60642,0
2022-03-09,60624,0
2022-03-09,60612,0
2022-03-09,60614,0
2022-03-09,60641,1
2022-03-04,60620,0
2022-03-08,60622,0
2022-03-04,60654,0
2022-03-04,60631,0
2022-03-04,60610,0
2022-03-04,60610,0
2022-03-04,60636,0
2022-03-03,60612,0
2022-03-03,60642,0
2022-03-03,60606,0
2022-03-03,60604,1
2022-03-03,60609,0
2022-03-03,60614,0
2022-03-03,60604,0
2022-03-02,60659,0
2022-03-02,60608,0
2022-03-02,60616,0
2022-03-02,60628,0
2022-03-02,60611,0
2022-03-02,60614,0
2022-03-02,60661,0
2022-03-01,60649,0
2022-03-01,60641,0
2022-03-01,60618,0
2022-03-01,60613,0
2022-03-01,60646,0
2022-03-01,60643,0
2022-03-01,60630,0
2022-03-01,60649,0
2022-03-01,60622,0
2022-03-01,60605,0
2022-03-01,60618,0
2022-02-25,60618,0
2022-02-25,60647,0
2022-02-25,60637,0
2022-02-25,60618,0
2022-02-25,60601,0
2022-02-24,60657,0
2022-02-24,60657,0
2022-02-24,60657,0
2022-02-24,60612,0
2022-02-24,60640,0
2022-02-24,60647,0
2022-02-24,60624,0
2022-02-24,60649,0
2022-02-24,60657,0
2022-02-24,60636,1
2022-02-24,60605,0
2022-02-24,60653,0
2022-02-23,60639,0
2022-02-23,60622,0
2022-02-23,60612,0
2022-02-23,60654,0
2022-02-23,60652,0
2022-02-23,60654,0
2022-02-23,60654,0
2022-02-18,60609,1
2022-02-18,60659,1
2022-02-18,60609,0
2022-02-18,60614,0
2022-02-18,60640,0
2022-02-18,60660,0
2022-02-18,60642,0
2022-02-17,60624,0
2022-02-17,60654,0
2022-02-17,60638,0
2022-02-17,60614,0
2022-02-17,60610,0
2022-02-17,60607,0
2022-02-16,60608,0
2022-02-16,60647,0
2022-02-16,60642,0
2022-02-16,60642,0
2022-02-16,60640,0
2022-02-16,60617,1
2022-02-16,60626,0
2022-02-16,60632,0
2022-02-15,60628,0
2022-02-15,60628,0
2022-02-15,60616,0
2022-02-15,60618,0
2022-02-15,60626,0
2022-02-15,60606,0
2022-02-15,60614,0
2022-02-15,60659,0
2022-02-15,60610,0
2022-02-14,60640,0
2022-02-14,60615,0
2022-02-14,60628,0
2022-02-14,60654,0
2022-02-14,60637,0
2022-02-10,60607,0
2022-02-10,60656,0
2022-02-10,60634,0
2022-02-10,60621,0
2022-02-10,60605,0
2022-02-09,60631,0
2022-02-09,60647,0
2022-02-09,60654,0
2022-02-09,60611,0
2022-02-09,60607,0
2022-02-09,60651,0
2022-02-09,60639,1
2022-02-09,60642,0
2022-02-09,60645,0
2022-02-09,60611,0
2022-02-09,60622,0
2022-02-09,60609,0
2022-02-09,60654,0
2022-02-08,60654,0
2022-02-08,60607,0
2022-02-08,60612,0
2022-02-08,60647,0
2022-02-08,60641,0
2022-02-08,60611,0
2022-02-08,60624,1
2022-02-08,60605,0
2022-02-08,60618,0
2022-02-08,60659,0
2022-02-08,60610,0
2022-02-08,60605,0
2022-02-08,60612,0
2022-02-07,60620,1
2022-02-07,60642,0
2022-02-07,60611,0
2022-02-07,60616,0
2022-02-07,60649,0
2022-02-07,60652,0
2022-02-04,60632,0
2022-02-04,60646,0
2022-02-04,60613,0
2022-02-04,60611,0
2022-02-04,60647,0
2022-02-04,60610,0
2022-02-04,60637,1
2022-02-04,60631,0
2022-02-03,60647,0
2022-02-03,60607,0
2022-02-03,60620,0
2022-02-03,60660,0
2022-02-03,60612,0
2022-02-03,60620,0
2022-02-03,60612,0
2022-02-03,60657,0
2022-02-03,60641,0
2022-02-02,60640,0
2022-02-02,60641,0
2022-02-02,60647,0
2022-02-02,60647,0
2022-02-02,60657,0
2022-02-01,60634,0
2022-02-01,60612,0
2022-02-01,60654,0
2022-02-01,60660,0
2022-02-01,60654,0
2022-02-01,60639,0
2022-02-01,60609,0
2022-02-01,60647,0
2022-02-01,60615,0
2022-01-31,60620,0
2022-01-31,60620,0
2022-01-31,60660,0
2022-01-31,60638,0
2022-01-31,60613,0
2022-01-31,60631,1
2022-01-31,60612,0
2022-01-31,60621,0
2022-01-31,60640,0
2022-01-28,60639,0
2022-01-28,60640,0
2022-01-28,60642,0
2022-01-28,60657,0
2022-01-28,60642,1
2022-01-28,60639,0
2022-01-28,60609,0
2022-01-28,60631,0
2022-01-28,60609,0
2022-01-28,60631,0
2022-01-28,60647,0
2022-01-28,60643,0
2022-01-28,60620,0
2022-01-28,60641,0
2022-01-28,60616,0
2022-01-27,60654,1
2022-01-27,60638,0
2022-01-27,60657,0
2022-01-27,60621,1
2022-01-27,60616,0
2022-01-27,60611,0
2022-01-27,60632,0
2022-01-27,60638,0
2022-01-27,60654,0
2022-01-27,60657,0
2022-01-26,60661,0
2022-01-26,60611,0
2022-01-26,60616,0
2022-01-26,60628,0
2022-01-26,60639,0
2022-01-26,60611,0
2022-01-26,60647,0
2022-01-26,60610,0
2022-01-26,60608,0
2022-01-26,60622,0
2022-01-26,60631,0
2022-01-26,60639,0
2022-01-26,60632,1
2022-01-26,60659,0
2022-01-25,60622,0
2022-01-25,60607,0
2022-01-25,60647,1
2022-01-25,60611,0
2022-01-25,60661,0
2022-01-25,60612,0
2022-01-25,60707,1
2022-01-25,60634,0
2022-01-24,60608,0
2022-01-24,60602,0
2022-01-24,60611,0
2022-01-24,60609,0
2022-01-24,60631,0
2022-01-21,60642,0
2022-01-21,60611,0
2022-01-21,60661,0
2022-01-21,60602,0
2022-01-21,60610,0
2022-01-21,60613,0
2022-01-20,60654,0
2022-01-20,60620,1
2022-01-20,60611,0
2022-01-20,60611,0
2022-01-20,60614,0
2022-01-20,60639,0
2022-01-20,60654,0
2022-01-20,60642,0
2022-01-20,60616,0
2022-01-20,60632,0
2022-01-20,60618,0
2022-01-19,60647,0
2022-01-19,60616,0
2022-01-19,60610,0
2022-01-19,60603,0
2022-01-19,60645,0
2022-01-19,60632,0
2022-01-18,60661,0
2022-01-18,60646,0
2022-01-18,60636,0
2022-01-18,60607,0
2022-01-18,60661,0
2022-01-18,60613,0
2022-01-18,60651,0
2022-01-18,60623,0
2022-01-14,60634,0
2022-01-14,60661,0
2022-01-14,60620,0
2022-01-14,60607,0
2022-01-14,60607,0
2022-01-13,60616,0
2022-01-13,60616,0
2022-01-13,60608,0
2022-01-13,60604,0
2022-01-12,60622,0
2022-01-12,60654,0
2022-01-12,60629,0
2022-01-12,60644,0
2022-01-12,60638,0
2022-01-12,60618,0
2022-01-12,60654,0
2022-01-11,60637,0
2022-01-11,60637,0
2022-01-11,60661,0
2022-01-11,60610,1
2022-01-11,60660,0
2022-01-11,60637,0
2022-01-11,60637,0
2022-01-11,60610,0
2022-01-10,60625,0
2022-01-10,60609,0
2022-01-10,60640,0
2022-01-10,60637,0
2022-01-10,60609,0
2022-01-07,60601,0
2022-01-07,60639,0
2022-01-07,60612,0
2022-01-07,60642,0
2022-01-07,60613,0
2022-01-07,60610,0
2022-01-06,60616,0
2022-01-06,60642,0
2022-01-06,60636,0
2022-01-06,60636,0
2022-01-06,60647,0
2022-01-06,60654,0
2022-01-06,60654,0
2022-01-05,60617,0
2022-01-05,60622,0
2022-01-05,60646,0
2022-01-05,60607,0
2022-01-05,60636,0
2022-01-05,60609,1
2022-01-05,60608,0
2022-01-05,60621,0
2022-01-04,60604,1
2022-01-04,60641,0
2022-01-04,60625,0
2022-01-04,60660,1
2022-01-04,60646,0
2022-01-04,60607,0
2022-01-04,60636,0
2022-01-04,60636,0
2022-01-04,60611,0
2022-01-04,60611,0
2022-01-04,60613,0
2021-12-29,60651,0
2021-12-29,60611,0
2021-12-29,60640,0
2021-12-29,60638,0
2021-12-29,60614,0
2021-12-29,60618,0
2021-12-29,60606,0
2021-12-28,60659,0
2021-12-28,60612,0
2021-12-27,60605,0
2021-12-27,60616,0
2021-12-23,60632,0
2021-12-23,60622,0
2021-12-23,60659,0
2021-12-22,60605,0
2021-12-23,60606,0
2021-12-22,60639,0
2021-12-21,60614,0
2021-12-22,60659,1
2021-12-21,60616,1
2021-12-21,60614,0
2021-12-21,60622,0
2021-12-21,60614,0
2021-12-21,60608,0
2021-12-20,60641,0
2021-12-20,60618,0
2021-12-20,60641,0
2021-12-20,60624,0
2021-12-17,60608,0
2021-12-17,60614,0
2021-12-17,60641,0
2021-12-17,60616,0
2021-12-17,60625,0
2021-12-16,60657,0
2021-12-16,60623,0
2021-12-16,60640,0
2021-12-16,60638,0
2021-12-16,60639,0
2021-12-16,60651,0
2021-12-16,60616,0
2021-12-16,60654,1
2021-12-16,60629,0
2021-12-16,60623,0
2021-12-16,60608,0
2021-12-16,60604,0
2021-12-15,60604,0
2021-12-15,60604,0
2021-12-15,60606,0
2021-12-15,60622,0
2021-12-15,60632,0
2021-12-15,60657,0
2021-12-15,60617,0
2021-12-15,60613,0
2021-12-15,60638,0
2021-12-15,60608,0
2021-12-15,60607,0
2021-12-15,60603,0
2021-12-14,60614,0
2021-12-15,60611,0
2021-12-14,60631,0
2021-12-14,60622,0
2021-12-14,60605,0
2021-12-14,60653,0
2021-12-14,60640,0
2021-12-14,60604,0
2021-12-14,60614,0
2021-12-14,60631,0
2021-12-14,60601,0
2021-12-14,60659,0
2021-12-13,60604,0
2021-12-13,60623,0
2021-12-13,60625,0
2021-12-10,60614,0
2021-12-10,60608,0
2021-12-10,60614,0
2021-12-10,60616,0
2021-12-10,60616,0
2021-12-10,60651,0
2021-12-10,60637,0
2021-12-10,60640,0
2021-12-09,60607,0
2021-12-09,60608,0
2021-12-09,60647,0
2021-12-09,60605,0
2021-12-09,60629,0
2021-12-09,60619,0
2021-12-08,60608,0
2021-12-08,60625,0
2021-12-08,60618,0
2021-12-09,60659,0
2021-12-08,60613,0
2021-12-08,60615,0
2021-12-08,60632,0
2021-12-08,60651,0
2021-12-08,60641,0
2021-12-08,60661,0
2021-12-08,60661,0
2021-12-08,60615,0
2021-12-08,60608,0
2021-12-07,60625,0
2021-12-07,60619,1
2021-12-07,60632,0
2021-12-07,60642,0
2021-12-07,60666,0
2021-12-07,60666,0
2021-12-07,60618,0
2021-12-07,60604,0
2021-12-07,60666,0
2021-12-07,60616,0
2021-12-07,60623,0
2021-12-06,60625,0
2021-12-07,60644,0
2021-12-06,60643,0
2021-12-06,60614,0
2021-12-06,60642,0
2021-12-06,60616,1
2021-12-06,60623,0
2021-12-06,60617,0
2021-12-03,60638,0
2021-12-03,60618,0
2021-12-03,60656,0
2021-12-03,60626,0
2021-12-03,60624,0
2021-12-03,60606,0
2021-12-03,60616,0
2021-12-03,60641,0
2021-12-03,60649,0
2021-12-03,60614,0
2021-12-03,60649,0
2021-12-02,60657,0
2021-12-02,60659,0
2021-12-01,60657,1
2021-12-01,60653,0
2021-12-01,60614,0
2021-12-01,60629,0
2021-12-01,60623,0
2021-12-01,60647,0
2021-12-01,60601,0
2021-12-01,60666,0
2021-12-01,60612,0
2021-12-01,60624,0
2021-12-01,60610,0
2021-11-30,60647,0
2021-12-01,60641,0
2021-11-30,60647,0
2021-11-30,60607,1
2021-11-30,60622,0
2021-11-30,60657,0
2021-11-29,60615,0
2021-11-29,60605,0
2021-11-29,60601,1
2021-11-29,60641,0
2021-11-29,60613,0
2021-11-29,60602,0
2021-11-29,60618,0
2021-11-26,60645,0
2021-11-26,60614,0
2021-11-26,60623,0
2021-11-26,60645,0
2021-11-24,60639,0
2021-11-24,60611,0
2021-11-24,60603,0
2021-11-24,60602,0
2021-11-24,60649,0
2021-11-24,60610,0
2021-11-24,60646,0
2021-11-23,60651,0
2021-11-23,60647,0
2021-11-23,60637,0
2021-11-22,60619,0
2021-11-22,60605,0
2021-11-22,60647,0
2021-11-22,60660,1
2021-11-22,60629,0
2021-11-22,60601,0
2021-11-19,60618,0
2021-11-22,60641,0
2021-11-19,60639,0
2021-11-19,60638,0
2021-11-19,60618,1
2021-11-19,60613,0
2021-11-19,60653,0
2021-11-19,60634,0
2021-11-19,60638,0
2021-11-18,60613,0
2021-11-18,60666,0
2021-11-18,60601,0
2021-11-18,60602,0
2021-11-17,60617,0
2021-11-17,60645,0
2021-11-17,60647,0
2021-11-17,60638,0
2021-11-17,60659,0
2021-11-17,60647,0
2021-11-17,60613,0
2021-11-17,60617,0
2021-11-17,60618,0
2021-11-17,60640,0
2021-11-17,60641,0
2021-11-16,60614,0
2021-11-16,60614,0
2021-11-16,60607,0
2021-11-16,60612,0
2021-11-15,60616,0
2021-11-15,60642,0
2021-11-15,60632,0
2021-11-15,60625,0
2021-11-15,60643,0
2021-11-15,60657,0
2021-11-15,60659,0
2021-11-15,60614,0
2021-11-15,60609,0
2021-11-15,60614,0
2021-11-15,60611,0
2021-11-15,60608,0
2021-11-15,60609,0
2021-11-12,60651,0
2021-11-12,60617,0
2021-11-12,60628,0
2021-11-12,60628,0
2021-11-12,60647,0
2021-11-12,60639,0
2021-11-12,60614,0
2021-11-12,60647,0
2021-11-12,60611,0
2021-11-10,60645,0
2021-11-10,60602,0
2021-11-10,60603,0
2021-11-10,60616,0
2021-11-10,60652,0
2021-11-10,60616,0
2021-11-10,60654,0
2021-11-09,60634,0
2021-11-09,60622,0
2021-11-09,60666,0
2021-11-09,60622,0
2021-11-09,60603,0
2021-11-09,60603,0
2021-11-09,60625,0
2021-11-09,60661,0
2021-11-09,60618,0
2021-11-09,60611,0
2021-11-08,60629,0
2021-11-08,60616,0
2021-11-08,60645,0
2021-11-08,60618,0
2021-11-08,60602,0
2021-11-08,60638,0
2021-11-08,60641,1
2021-11-08,60638,0
2021-11-08,60610,0
2021-11-08,60619,0
2021-11-05,60659,0
2021-11-05,60622,0
2021-11-05,60660,1
2021-11-05,60617,0
2021-11-05,60608,0
2021-11-04,60653,0
2021-11-04,60608,0
2021-11-04,60622,0
2021-11-04,60607,0
2021-11-04,60623,0
2021-11-04,60601,0
2021-11-04,60601,0
2021-11-04,60625,1
2021-11-04,60619,0
2021-11-03,60640,0
2021-11-03,60644,0
2021-11-03,60641,0
2021-11-03,60609,0
2021-11-03,60661,0
2021-11-03,60616,1
2021-11-03,60609,0
2021-11-03,60647,0
2021-11-03,60827,0
2021-11-02,60607,0
2021-11-02,60601,0
2021-11-02,60640,0
2021-11-02,60639,0
2021-11-02,60640,1
2021-11-02,60642,0
2021-11-02,60614,0
2021-11-02,60607,0
2021-11-02,60617,0
2021-11-02,60659,1
2021-11-02,60641,0
2021-11-02,60608,0
2021-11-01,60623,0
2021-11-01,60622,0
2021-11-01,60614,0
2021-11-01,60659,0
2021-11-01,60629,0
2021-10-29,60652,0
2021-10-29,60652,0
2021-10-29,60652,0
2021-10-29,60647,0
2021-10-29,60614,0
2021-10-28,60618,0
2021-10-28,60652,0
2021-10-29,60643,0
2021-10-28,60647,0
2021-10-28,60605,0
2021-10-28,60626,1
2021-10-28,60634,0
2021-10-28,60657,1
2021-10-28,60616,0
2021-10-28,60617,0
2021-10-28,60601,0
2021-10-28,60616,0
2021-10-28,60601,0
2021-10-27,60654,0
2021-10-27,60654,0
2021-10-27,60623,0
2021-10-27,60626,0
2021-10-27,60629,0
2021-10-27,60625,0
2021-10-27,60625,0
2021-10-26,60614,1
2021-10-26,60657,0
2021-10-26,60649,0
2021-10-26,60603,0
2021-10-26,60603,0
2021-10-26,60639,0
2021-10-26,60619,0
2021-10-26,60622,0
2021-10-26,60622,0
2021-10-25,60610,0
2021-10-25,60614,0
2021-10-25,60643,0
2021-10-25,60601,0
2021-10-25,60609,0
2021-10-22,60606,0
2021-10-22,60643,0
2021-10-22,60659,0
2021-10-22,60608,0
2021-10-22,60637,0
2021-10-21,60647,0
2021-10-22,60645,0
2021-10-21,60615,0
2021-10-21,60601,0
2021-10-21,60601,0
2021-10-21,60601,0
2021-10-21,60642,0
2021-10-21,60605,0
2021-10-21,60601,0
2021-10-21,60632,0
2021-10-21,60657,1
2021-10-21,60602,0
2021-10-21,60655,0
2021-10-21,60617,0
2021-10-21,60617,0
2021-10-21,60626,0
